"","Pais","grupos.tamanio","grupos.calif","periodo","ocupados","asalariados","tcp","tasa.asalarizacion","seguridad.social.si.asal","seguridad.social.no.asal","registrados.asal","no.registrados.asal","empleo.temporal.asal","empleo.no.temporal.asal","part.involun.asal","part.volunt.asal","full.time.asal","seguridad.social.si.tcp","seguridad.social.no.tcp","registrados.tcp","no.registrados.tcp","empleo.temporal.tcp","empleo.no.temporal.tcp","part.involun.tcp","part.volunt.tcp","full.time.tcp","tasa.1.asalariados","tasa.2.asalariados","tasa.3.asalariados","promedio.ing.oc.prin","promedio.ing.oc.prin.asal","promedio.ing.oc.prin.tcp","tasa.partime.asal","tasa.seguridad.social.asal","tasa.no.registro.asal","tasa.temp.asal","tasa.partime.tcp","tasa.seguridad.social.tcp","tasa.no.registro.tcp","tasa.temp.tcp","particip.ocup","particip.asal","particip.tcp","tamanio.calif","tamanio.calif2"
"31","Paraguay","Mediano","Baja",2019,40674.75,40674.75,40674.75,1,15069,25605.75,21206.25,19468.5,7797.25,32877.5,4052,1636,34986.75,0,0,0,0,0,0,0,0,0,0.716394395638417,0.60672931967392,0.0983138271252162,1896119.11288625,1896119.11288625,0,0.103460925279758,0.636739159658614,0.484275280716117,0.58189724068194,0,0,0,0,0.0283936438610111,0.044803774840072,0.044803774840072,"Mediano - Baja","4) Mediano - Baja"
"32","Paraguay","Mediano","Media",2019,140567.25,140567.25,140567.25,1,71569.25,68998,96566.25,43845,30339.75,110071.5,2116.25,3418.25,135032.75,0,0,0,0,0,0,0,0,0,0.589076490001635,0.434173738866717,0.0120205209360909,2633587.19695243,2633587.19695243,0,0.015186982725082,0.491531555235687,0.313123469473108,0.241332949919883,0,0,0,0,0.0982855184772356,0.155090379614613,0.155090379614613,"Mediano - Media","5) Mediano - Media"
"33","Paraguay","Mediano","Alta",2019,81046.5,81046.5,81046.5,1,43833.25,37213.25,68587.75,12458.75,24809.25,56237.25,7633,10084.5,63329,0,0,0,0,0,0,0,0,0,0.563936673428909,0.37850257352631,0.0689127897250107,3938554.6506964,3938554.6506964,0,0.0934613531528328,0.457981248971072,0.15237224932878,0.273388314519255,0,0,0,0,0.0567524411138325,0.0895731838501121,0.0895731838501121,"Mediano - Alta","6) Mediano - Alta"
"34","Paraguay","Grande","Baja",2019,29257.75,29257.75,29257.75,1,20464.5,8793.25,22713,6544.75,5629,23628.75,659.25,543,28055.5,0,0,0,0,0,0,0,0,0,0.416955040969763,0.291670564655434,0.0223477962929514,2217923.72854202,2217923.72854202,0,0.0223477962929514,0.296613714266984,0.219385905417403,0.411124902049714,0,0,0,0,0.0204866818267928,0.0323190272768823,0.0323190272768823,"Grande - Baja","7) Grande - Baja"
"35","Paraguay","Grande","Media",2019,95003.5,95003.5,95003.5,1,75806,19197.5,88213.5,6790,18735.75,76267.75,877.25,470,93656.25,0,0,0,0,0,0,0,0,0,0.336666850048795,0.143420551506758,0.00233377410250844,2785373.96304632,2785373.96304632,0,0.00883612992668167,0.203106922667819,0.0707379960656555,0.57430266110933,0,0,0,0,0.0664534746931265,0.104827323224672,0.104827323224672,"Grande - Media","8) Grande - Media"
"36","Paraguay","Grande","Alta",2019,66907.5,66907.5,66907.5,1,54571.75,12244.5,64956.75,1950.75,12565.5,54342,4177.25,4302.5,58427.75,0,0,0,0,0,0,0,0,0,0.290074716676419,0.14759249432911,0.0240942963897155,4597451.04500326,4597451.04500326,0,0.0624090311263515,0.183098453437587,0.0287869001820221,0.314857499807519,0,0,0,0,0.0468652314838121,0.0739616947608949,0.0739616947608949,"Grande - Alta","9) Grande - Alta"
"37","Peru","Pequeño","Baja",2019,1978308.02625299,1012342.3393712,1012342.3393712,0.51195308576884,206030.598278046,806311.741093159,61484.8021430969,950857.537228107,48448.4346733093,963893.904697895,117592.47448945,246846.253040314,642618.12343049,175367.190820694,790598.496061087,0,0,0,0,167017.553499222,414854.59998107,379783.154945374,0.927392487179254,0.481726130706816,0.0465444264407061,728.382464807168,790.254021020989,660.951767851925,0.116637217355893,0.796444448841833,0.939218326682288,0.193906700629011,0.172435938605264,0.817564787798285,0,0.167194429666857,0.188818806616415,0.171770687823695,0.171770687823695,"Pequeño - Baja","1) Pequeño - Baja"
"38","Peru","Pequeño","Media",2019,4534658.95823002,1327248.09700322,1327248.09700322,0.292501044007829,341916.214673758,985331.882329464,244382.228424072,1082865.86857915,168191.123298645,1159056.97370458,82453.6969985962,213822.593757629,1017056.31004262,724651.542625427,2482759.31860137,0,0,0,0,238565.052381516,873025.593041897,2067386.21577668,0.844188753767498,0.253325915202941,0.0137588314929889,915.375775835971,949.025548459633,900.130820909569,0.0618974784491755,0.742866703404187,0.816810402690797,0.1602554637409,0.075042512108996,0.774029222076753,0,0.120301139654228,0.432974538900812,0.225157629312389,0.225157629312389,"Pequeño - Media","2) Pequeño - Media"
"39","Peru","Pequeño","Alta",2019,742078.522754669,335615.126045227,335615.126045227,0.451260000830402,188871.995983124,146743.130062103,195981.750473022,139633.375572205,106125.665115356,229489.460929871,27202.554977417,83469.9356498718,220676.819095612,195379.23589325,211084.160816193,0,0,0,0,75440.8479766846,164462.847759247,162171.94858551,0.695692855994298,0.233493232741841,0.0197682147179808,1496.42098872825,1435.60867219719,1546.54087149381,0.079905690236649,0.434637529967698,0.412875620291485,0.137335949830679,0.187637221332147,0.519105566845189,0,0.189353892314294,0.0708451923951246,0.0569126679851997,0.0569126679851997,"Pequeño - Alta","3) Pequeño - Alta"
"40","Peru","Mediano","Baja",2019,263828.476465225,263828.476465225,263828.476465225,1,128724.573352814,135103.903112411,113891.66620636,149936.810258865,93477.3211364746,170351.155328751,16558.2157173157,36358.7946815491,202206.697948456,0,0,0,0,0,0,0,0,0,0.948128228227786,0.509050013605985,0.039082227667648,1050.47658287898,1050.47658287898,0,0.0667585616602029,0.509132235594356,0.568992701605478,0.192691893372706,0,0,0,0,0.0251734246065752,0.0447358524868141,0.0447358524868141,"Mediano - Baja","4) Mediano - Baja"
"41","Peru","Mediano","Media",2019,517606.612960815,517606.612960815,517606.612960815,1,355180.695465088,162425.917495728,345052.165275574,172554.447685242,235989.315155029,281617.297805786,17229.8420181274,39815.7964324951,448590.868637085,0,0,0,0,0,0,0,0,0,0.834648965782316,0.281565683904557,0.0161042548220673,1313.89867127617,1313.89867127617,0,0.0319672026024304,0.31252442479936,0.332361943410055,0.188526137901795,0,0,0,0,0.0493393264702512,0.0875915175286635,0.0875915175286635,"Mediano - Media","5) Mediano - Media"
"42","Peru","Mediano","Alta",2019,388553.69020462,388553.69020462,388553.69020462,1,274975.382972717,113578.307231903,324635.360954285,63918.3292503357,222572.121074677,165981.569129944,23753.2513198853,77038.3523979187,273972.998458862,0,0,0,0,0,0,0,0,0,0.84490108996092,0.228639226541021,0.0177521148850825,1732.03967414652,1732.03967414652,0,0.0634608527370129,0.291694572734303,0.163938531907796,0.137622036046818,0,0,0,0,0.0370984094748855,0.0659421829830081,0.0659421829830081,"Mediano - Alta","6) Mediano - Alta"
"43","Peru","Grande","Baja",2019,437779.715961456,437779.715961456,437779.715961456,1,360955.459098816,76824.2568626404,369006.585361481,68773.1305999756,291813.396961212,145966.319000244,10030.347038269,27956.2008056641,385288.194355011,0,0,0,0,0,0,0,0,0,0.843904706437729,0.170758665994021,0.00800596712258135,1162.69753166998,1162.69753166998,0,0.0238352101771843,0.178599269348532,0.158485200350931,0.161794322572832,0,0,0,0,0.0417431158265133,0.0741377577649697,0.0741377577649697,"Grande - Baja","7) Grande - Baja"
"44","Peru","Grande","Media",2019,981331.737184763,981331.737184763,981331.737184763,1,899529.170561075,81802.5666236877,928022.606174469,53309.131010294,610194.74502182,371136.992162943,28775.7699737549,65326.436000824,833293.923406839,0,0,0,0,0,0,0,0,0,0.711217360924551,0.0722417327414209,0.00570780297384711,1598.0997724849,1598.0997724849,0,0.0311724503077142,0.0834386448951096,0.054657791708519,0.18766730021643,0,0,0,0,0.0937319718346387,0.166631728096996,0.166631728096996,"Grande - Media","8) Grande - Media"
"45","Peru","Grande","Alta",2019,631178.560722351,631178.560722351,631178.560722351,1,586809.979457855,44368.5812644958,611373.394565582,19805.1661567688,381988.907218933,249189.653503418,17347.4907989502,52197.1041946411,532060.975955963,0,0,0,0,0,0,0,0,0,0.672087090060246,0.054643448010974,0.00547700304409055,2600.75796540804,2600.75796540804,0,0.0279310861683728,0.0694767233843539,0.0316264097666087,0.139701642863775,0,0,0,0,0.0602752138747849,0.107119976018266,0.107119976018266,"Grande - Alta","9) Grande - Alta"
